DATAFLOW,LAST UPDATE,freq,unit,accident,geo,TIME_PERIOD,OBS_VALUE
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,IE,2013,3
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,IE,2014,3
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,IE,2015,1
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,IE,2016,0
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,IE,2017,4
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,IE,2018,6
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,IE,2019,2
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,IE,2020,0
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,IE,2021,1
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ITA,2006,152
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ITA,2007,130
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ITA,2008,116
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ITA,2009,118
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ITA,2010,100
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ITA,2011,106
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ITA,2012,106
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ITA,2013,98
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ITA,2014,109
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ITA,2015,97
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ITA,2016,99
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ITA,2017,104
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ITA,2018,109
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ITA,2019,75
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ITA,2020,89
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ITA,2021,89
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LT,2006,66
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LT,2007,83
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LT,2008,68
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LT,2009,55
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LT,2010,44
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LT,2011,33
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LT,2012,26
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LT,2013,24
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LT,2014,16
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LT,2015,13
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LT,2016,20
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LT,2017,27
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LT,2018,15
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LT,2019,9
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LT,2020,9
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LT,2021,11
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LU,2009,7
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LU,2010,3
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LU,2011,1
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LU,2012,0
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LU,2013,3
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LU,2014,0
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LU,2015,0
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LU,2016,2
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LU,2017,1
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LU,2018,2
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LU,2019,0
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LU,2020,1
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LU,2021,4
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LV,2006,63
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LV,2007,51
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LV,2008,61
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LV,2009,30
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LV,2010,41
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LV,2011,35
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LV,2012,25
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LV,2013,26
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LV,2014,22
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LV,2015,25
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LV,2016,18
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LV,2017,24
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LV,2018,20
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LV,2019,19
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LV,2020,9
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,LV,2021,11
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ME,2013,49
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ME,2014,13
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ME,2015,8
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,ME,2016,43
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,MK,2009,106
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,MK,2010,137
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,MK,2011,104
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,MK,2012,115
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,MK,2013,59
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,MK,2014,90
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,MK,2015,115
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,MK,2016,88
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,MK,2017,45
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,MK,2018,97
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NL,2006,28
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NL,2007,33
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NL,2008,26
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NL,2009,22
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NL,2010,24
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NL,2011,29
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NL,2012,30
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NL,2013,36
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NL,2014,20
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NL,2015,31
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NL,2016,28
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NL,2017,26
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NL,2018,29
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NL,2019,25
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NL,2020,20
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NL,2021,22
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NO,2006,16
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NO,2007,12
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NO,2008,15
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NO,2009,17
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NO,2010,20
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NO,2011,36
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NO,2012,19
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NO,2013,30
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NO,2014,28
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NO,2015,19
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NO,2016,16
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NO,2017,16
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NO,2018,25
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NO,2019,26
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NO,2020,20
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,NO,2021,24
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,POL,2006,928
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,POL,2007,976
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,POL,2008,889
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,POL,2009,523
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,POL,2010,449
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,POL,2011,488
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,POL,2012,379
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,POL,2013,328
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,POL,2014,313
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,POL,2015,307
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,POL,2016,265
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,POL,2017,252
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,POL,2018,275
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,POL,2019,214
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,POL,2020,179
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,POL,2021,209
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,PT,2006,89
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,PT,2007,93
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,PT,2008,73
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,PT,2009,43
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,PT,2010,42
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,PT,2011,27
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,PT,2012,36
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,PT,2013,48
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,PT,2014,50
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,PT,2015,23
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,PT,2016,38
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,PT,2017,29
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,PT,2018,37
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,PT,2019,51
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,PT,2020,43
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,PT,2021,33
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,RO,2006,419
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,RO,2007,370
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,RO,2008,411
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,RO,2009,304
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,RO,2010,271
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,RO,2011,217
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,RO,2012,215
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,RO,2013,180
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,RO,2014,185
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,RO,2015,141
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,RO,2016,184
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,RO,2017,145
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,RO,2018,132
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,RO,2019,112
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,RO,2020,102
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,RO,2021,97
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SWE,2006,51
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SWE,2007,56
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SWE,2008,46
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SWE,2009,46
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SWE,2010,69
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SWE,2011,54
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SWE,2012,47
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SWE,2013,43
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SWE,2014,53
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SWE,2015,40
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SWE,2016,36
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SWE,2017,40
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SWE,2018,35
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SWE,2019,45
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SWE,2020,31
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SWE,2021,29
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SI,2006,70
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SI,2007,61
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SI,2008,65
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SI,2009,19
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SI,2010,21
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SI,2011,11
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SI,2012,14
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SI,2013,13
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SI,2014,15
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SI,2015,14
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SI,2016,11
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SI,2017,11
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SI,2018,14
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SI,2019,10
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SI,2020,5
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SI,2021,10
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SK,2006,199
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SK,2007,222
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SK,2008,217
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SK,2009,236
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SK,2010,85
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SK,2011,84
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SK,2012,96
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SK,2013,94
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SK,2014,113
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SK,2015,87
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SK,2016,60
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SK,2017,65
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SK,2018,63
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SK,2019,62
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SK,2020,52
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,SK,2021,56
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,TUR,2006,455
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,TUR,2007,394
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,TUR,2008,386
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,TUR,2009,299
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,TUR,2010,194
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,TUR,2011,177
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,TUR,2012,147
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,TUR,2013,89
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,TUR,2014,93
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,TUR,2015,101
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,TUR,2016,120
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,TUR,2017,53
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,TUR,2018,71
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,TUR,2020,66
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,TUR,2021,72
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,GBR,2006,85
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,GBR,2007,110
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,GBR,2008,104
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,GBR,2009,104
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,GBR,2010,62
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,GBR,2011,78
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,GBR,2012,75
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,GBR,2013,84
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,GBR,2014,54
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,GBR,2015,40
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,GBR,2016,53
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,GBR,2017,71
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,GBR,2018,50
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,GBR,2019,36
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,GBR,2020,27
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,JPN,2006,16
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,JPN,2007,19
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,JPN,2008,13
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,JPN,2009,11
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,JPN,2010,9
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,JPN,2011,14
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,JPN,2012,20
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,JPN,2013,15
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,JPN,2014,14
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,JPN,2015,13
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,JPN,2016,23
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,JPN,2017,19
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,JPN,2018,11
ESTAT:TRAN_SF_RAILAC(1.0),12/1/2023 11:00,A,NR,TOTAL,JPN,2019,17
