LOCATION,INDICATOR,TIME,Value
RUS,PASSTRANSP,2008,151897
RUS,PASSTRANSP,2009,141300
RUS,PASSTRANSP,2010,140628
RUS,PASSTRANSP,2011,138567
RUS,PASSTRANSP,2012,133306
RUS,PASSTRANSP,2013,126379
RUS,PASSTRANSP,2014,127353
RUS,PASSTRANSP,2015,126622
RUS,PASSTRANSP,2016,124427
RUS,PASSTRANSP,2017,123442
RUS,PASSTRANSP,2018,122539
RUS,PASSTRANSP,2019,121942
RUS,PASSTRANSP,2020,88220.2
MLT,PASSTRANSP,2014,1939.638244
MLT,PASSTRANSP,2015,1953.887372
MLT,PASSTRANSP,2016,1968.1365
MLT,PASSTRANSP,2017,1982.385628
ARG,PASSTRANSP,1995,22854.82871
ARG,PASSTRANSP,1996,22203.4949
ARG,PASSTRANSP,1997,22777.99199
ARG,PASSTRANSP,1998,24990.06492
ARG,PASSTRANSP,1999,26139.84115
ARG,PASSTRANSP,2000,25464.11758
ARG,PASSTRANSP,2001,25286.63395
ARG,PASSTRANSP,2002,24807.91882
ARG,PASSTRANSP,2003,28189.80285
ARG,PASSTRANSP,2004,30231.20386
ARG,PASSTRANSP,2005,32980.54653
ARG,PASSTRANSP,2006,36054.702
ARG,PASSTRANSP,2007,36459.64497
ARG,PASSTRANSP,2008,37328.29225
ARG,PASSTRANSP,2009,38027.88463
ARG,PASSTRANSP,2010,43970.07192
ARG,PASSTRANSP,2011,43220.01256
ARG,PASSTRANSP,2012,44054.44365
ARG,PASSTRANSP,2013,42920.52886
ARG,PASSTRANSP,2014,43361.32563
ARG,PASSTRANSP,2015,44538.45908
ARG,PASSTRANSP,2016,46838.665
ARG,PASSTRANSP,2017,48784.35137
KAZ,PASSTRANSP,2007,104434.5
KAZ,PASSTRANSP,2008,107297.8
KAZ,PASSTRANSP,2009,110630.6
KAZ,PASSTRANSP,2010,126145.2
KAZ,PASSTRANSP,2011,163981.7
KAZ,PASSTRANSP,2012,183385
KAZ,PASSTRANSP,2013,203428.7
KAZ,PASSTRANSP,2014,215238.5
KAZ,PASSTRANSP,2015,221237.5
KAZ,PASSTRANSP,2016,235716
KAZ,PASSTRANSP,2017,240485.2
KAZ,PASSTRANSP,2018,246812.6
KAZ,PASSTRANSP,2019,260580.8
KAZ,PASSTRANSP,2020,91298.4
UZB,PASSTRANSP,1995,19800
UZB,PASSTRANSP,1996,19405.7
UZB,PASSTRANSP,1997,20837.8
UZB,PASSTRANSP,1998,22025.9
UZB,PASSTRANSP,1999,22434.1
UZB,PASSTRANSP,2000,23300
UZB,PASSTRANSP,2001,24300
UZB,PASSTRANSP,2002,25800
UZB,PASSTRANSP,2003,29000
UZB,PASSTRANSP,2004,32500
UZB,PASSTRANSP,2005,38600
UZB,PASSTRANSP,2006,42200
UZB,PASSTRANSP,2007,48400
UZB,PASSTRANSP,2008,55900
UZB,PASSTRANSP,2009,62121
UZB,PASSTRANSP,2010,74512.09185
UZB,PASSTRANSP,2011,82544.1483
UZB,PASSTRANSP,2012,89326.44745
UZB,PASSTRANSP,2013,95469.32893
UZB,PASSTRANSP,2014,101862.9964
UZB,PASSTRANSP,2015,109112.9365
UZB,PASSTRANSP,2016,114910.2671
UZB,PASSTRANSP,2017,117659.567
UZB,PASSTRANSP,2018,121599.4893
UZB,PASSTRANSP,2019,124141.2
UZB,PASSTRANSP,2020,113200
